Business Name,Business Open or Closed?,Delivery/Take Out Only/Online Sales,Business Address,Business Phone Number,Business Website,Business Facebook Page,Business Twitter Page,Business Instagram Page,Last Modified Date/Time,Address,Latitude,Longitude,Accuracy Score,Accuracy Type,Zip,Source
Fitlab Pilates,Closed,Online Sales,1305 Cambridge Street,NA,https://www.fitlabpilates.com/,https://www.facebook.com/FitLabPilates,NA,https://www.instagram.com/fitlabpilates/,2020-03-23T12:29:51Z,1305 Cambridge Street,42.373641,-71.099374,1,rooftop,02139,City of Cambridge
Five Doors Health and Wellness,Closed,Online Sales,763 Massachusetts Ave.,NA,https://www.fivedoorsyoga.com/,https://www.facebook.com/fivedoorshw,NA,https://www.instagram.com/fivedoorshw/,2020-03-23T12:29:51Z,763 Massachusetts Ave.,42.36662,-71.105435,1,rooftop,02139,City of Cambridge
Five Spices House,Open,"Delivery
Take Out",546 Massachusetts Ave,NA,http://www.5spiceshouse.com/,NA,NA,NA,2020-03-23T12:29:51Z,546 Massachusetts Ave,42.36438,-71.102296,1,rooftop,02139,City of Cambridge
Flame Hot Pot and Sushi,Open,"Delivery
Take Out",1001 Massachusetts Ave,617-945-0080,https://flamecambridge.com/,NA,NA,NA,2020-04-05T18:05:03Z,1001 Massachusetts Ave,42.369487,-71.111341,1,rooftop,02138,City of Cambridge
Flat Top Johnny's,Closed,NA,One Kendall Square,617-494-9565,http://www.flattopjohnnys.com/,https://www.facebook.com/FlatTopJohnnys,https://twitter.com/FlatTopJohnnys,http://instagram.com/flattopjohnnys,2020-03-21T19:29:51Z,One Kendall Square,42.366971,-71.090615,0.33,place,02138,TIGER/Line® dataset from the US Census Bureau
Flour Bakery,Closed,Online Sales,All locations,NA,https://flourbakery.com/update/,NA,NA,https://www.instagram.com/flourbakeryandcafe/?hl=en,2020-03-23T12:29:51Z,NA,NA,NA,NA,NA,NA,NA
Floyd's Barber Shop,Closed,NA,1672 Mass. Ave.,NA,https://www.floydsbarbershop.com/cambridge/,NA,NA,NA,2020-03-22T21:09:29Z,1672 Massachusetts Ave,42.382143,-71.119878,1,rooftop,02138,City of Cambridge
Follow the Honey,Closed,Online Sales,1132 Massachusetts Ave,617-945-7356,https://www.followthehoney.com/,https://www.facebook.com/FollowTheHoney/,https://twitter.com/followthehoney,https://www.instagram.com/followthehoney/,2020-03-23T14:31:13Z,1132 Massachusetts Ave,42.37087,-71.114145,1,rooftop,02138,City of Cambridge
FoodLand,Open,NA,2234 Mass. Ave.,NA,https://foodland-indian-grocery-store.business.site/,NA,NA,NA,2020-03-22T16:15:36Z,2234 Massachusetts Ave,42.393827,-71.126469,1,rooftop,02140,City of Cambridge
Foot Heaven,Closed,NA,875 Main St,NA,https://footheaven.us/,NA,NA,NA,2020-03-21T22:32:14Z,875 Main St,42.363485,-71.098957,1,rooftop,02139,City of Cambridge
Forage,Open,"Delivery
Take Out",5 Craigie Circle,617-576-5444,https://foragecambridge.com/,https://www.facebook.com/pg/foragecambridge/about/?tab=overview,https://twitter.com/foragecambridge,https://www.instagram.com/foragecambridge/,2020-03-23T12:29:51Z,5 Craigie Circle,42.379212,-71.127052,1,rooftop,02138,City of Cambridge
Formaggio Kendall,Open,"Delivery
Take Out",94 Hampshire Street,617-714-5758,https://www.formaggiokitchen.com/kendall,NA,NA,https://www.instagram.com/formaggiokendall/,2020-03-23T12:29:51Z,94 Hampshire Street,42.368895,-71.095148,1,rooftop,02139,City of Cambridge
Formaggio Kitchen,Open,"Delivery
Take Out",244 Huron Ave,617-354-4750.,https://www.formaggiokitchen.com/,https://www.facebook.com/formaggiokitchen,https://twitter.com/formaggio,https://www.instagram.com/formaggiokitchen/,2020-03-29T14:12:15Z,244 Huron Ave,42.381396,-71.133764,1,rooftop,02138,City of Cambridge
Forty Winks,Closed,Online Sales,56 JFK St.,NA,https://shopfortywinks.com/,https://www.facebook.com/shopfortywinks,NA,https://www.instagram.com/fortywinkshs/,2020-03-23T15:48:48Z,56 JFK St.,42.371797,-71.120616,1,rooftop,02138,City of Cambridge
Four Seaons Nail Design,Closed,NA,889 Cambridge St,NA,NA,https://www.facebook.com/pages/Four-Seasons-Nail-Design/148846635140004,NA,NA,2020-03-21T21:57:54Z,889 Cambridge St,42.372648,-71.0917,1,rooftop,02141,City of Cambridge
Franco's Hair Studio,Closed,NA,157 Hampshire Street,NA,http://francoshairstudio.com/,https://www.facebook.com/Francos-hair-Studio-238036925450/,NA,NA,2020-03-21T21:14:56Z,157 Hampshire Street,42.371703,-71.098189,1,rooftop,02139,City of Cambridge
Frank's Steakhouse,Closed,NA,2310 Mass. Ave.,(617) 661-0666,http://www.frankssteakhouse.com/,https://www.facebook.com/Franks-Steak-House-263722288718/,NA,NA,2020-04-05T18:05:03Z,2310 Massachusetts Ave,42.395485,-71.12833,1,rooftop,02140,City of Cambridge
Fresh Mart,Closed,NA,222 Broadway,617- 876-2900,NA,NA,NA,NA,2020-03-21T19:29:51Z,222 Broadway,42.366463,-71.094031,1,rooftop,02139,City of Cambridge
Fresh Pond Ballet,Closed,NA,1798 Mass. Ave,NA,http://www.freshpondballet.com/,NA,NA,NA,2020-03-22T19:45:31Z,1798 Massachusetts Ave,42.386085,-71.11945,1,rooftop,02140,City of Cambridge
Friendly Corner Convenience Store,Open,NA,2408 Mass. Ave.,(857) 999-2057,https://friendly-corner-convenience.business.site/?utm_source=gmb&utm_medium=referral,NA,NA,NA,2020-03-22T18:15:26Z,2408 Massachusetts Ave,42.397387,-71.13048,1,rooftop,02140,City of Cambridge
Friendly Toast,Open,Take Out,One Kendall Square,617-621-1200,https://thefriendlytoast.com/location/cambridge-ma/,https://www.facebook.com/FriendlyToast/,https://twitter.com/toastcambridge?lang=en,https://www.instagram.com/_thefriendlytoast/?hl=en,2020-04-11T17:21:17Z,One Kendall Square,42.366971,-71.090615,0.33,place,02138,TIGER/Line® dataset from the US Census Bureau
Fuji Restaurant,Closed,NA,300 Third Street,617-252-0088,http://www.fujiatkendall.com/,https://www.facebook.com/FujiatKendall/,https://twitter.com/fujiatkendall?lang=en,https://www.instagram.com/fujiatkendall/?hl=en,2020-03-21T19:34:11Z,300 Third Street,42.365506,-71.08233,1,rooftop,02142,City of Cambridge
Fun Antiques,Closed,NA,2230 Mass. Ave.,617-492-0515,https://funntiques.com/,https://www.facebook.com/Fun-Antiques-131467230234914/,NA,NA,2020-04-05T18:05:03Z,2230 Massachusetts Ave,42.393735,-71.126365,1,rooftop,02140,City of Cambridge
Galante Insurance,Closed,NA,1939 Mass. Ave.,(617) 864-5586,https://www.galanteinsurance.com/,NA,NA,NA,2020-04-19T11:03:10Z,1939 Massachusetts Ave,42.389708,-71.120047,1,rooftop,02140,City of Cambridge
Garment District/Boston Costume,Closed,NA,200 Broadway,617-876-5230,https://garmentdistrict.com/,https://www.facebook.com/GarmentDistrictStore/,https://twitter.com/garmentdistrict?lang=en,https://www.instagram.com/garmentdistrict/?hl=en,2020-03-21T19:44:33Z,200 Broadway,42.366,-71.092848,1,rooftop,02139,City of Cambridge
Gather Here,Closed,Online Sales,1343 Cambridge Street,617-714-4880,https://gatherhereonline.com/,https://www.facebook.com/gatherhere/,https://twitter.com/gather_here,https://www.instagram.com/gather_here/,2020-03-23T12:29:51Z,1343 Cambridge Street,42.373722,-71.099962,1,rooftop,02139,City of Cambridge
General Optical Company,Closed,NA,2038 Mass Ave.,617-858-0043 for emergency services,https://www.generaloptical.com/,https://www.facebook.com/PorterSquareEye,https://twitter.com/PorterSquareE,NA,2020-04-19T11:29:45Z,2038 Massachusetts Ave,42.390785,-71.122315,1,rooftop,02140,City of Cambridge
Genki Ya,Open,"Delivery
Take Out",231 Alewife Brook Parkway,617-661-8200,http://www.genkiyasushi.com/,https://www.facebook.com/GenkiYaCambridge,NA,https://www.instagram.com/genkiya_sushi/,2020-03-23T12:29:51Z,231 Alewife Brook Parkway,42.389268,-71.143598,1,rooftop,02138,City of Cambridge
Get in Shape for Women,Closed,NA,1764 Mass. Ave,NA,https://www.getinshapeforwomen.com/locations/ma/portersquare/,NA,NA,NA,2020-03-22T20:23:08Z,1764 Massachusetts Ave,42.385349,-71.119532,1,rooftop,02140,City of Cambridge
Giulia,Open,Take Out,1682 Mass Ave.,(617) 441-2800,http://www.giuliarestaurant.com/menu/,NA,NA,https://www.instagram.com/giuliarestaurant/,2020-03-23T12:29:51Z,1682 Massachusetts Ave,42.382513,-71.119829,1,rooftop,02138,City of Cambridge
Glass House,Closed,NA,450 Kendall Street,NA,https://www.glasshousecambridge.com/,NA,NA,NA,2020-03-21T19:44:33Z,450 Kendall Street,42.363495,-71.081729,1,rooftop,02142,City of Cambridge
Golden Touch Cleaners,Open,NA,987 Massachusetts Ave,(617) 576-6840,NA,NA,NA,NA,2020-03-22T21:32:52Z,987 Massachusetts Ave,42.36931,-71.110847,1,rooftop,02138,City of Cambridge
"Gomes Travel Service, Inc.",Closed,NA,777 Cambridge Street.,617-354-4499,https://gomestravel.com/,NA,NA,NA,2020-03-29T14:12:15Z,777 Cambridge Street.,42.372378,-71.089599,1,rooftop,02141,City of Cambridge
Good Vibrations,Closed,Online Sales,52 JFK St.,NA,https://www.goodvibes.com/s/,NA,NA,NA,2020-03-23T15:48:48Z,52 JFK St.,42.371939,-71.120523,1,rooftop,02138,City of Cambridge
Goodwill Store,Closed,NA,520 Massachusetts Ave.,NA,https://www.goodwillmass.org/,NA,NA,NA,2020-03-23T14:14:50Z,520 Massachusetts Ave.,42.364172,-71.101942,1,rooftop,02139,City of Cambridge
Gorgeous Nails,Closed,NA,435 Cambridge St,NA,NA,https://www.facebook.com/pages/category/Nail-Salon/Gorgeous-Nails-Salon-160393293982843/,NA,NA,2020-03-21T21:57:54Z,435 Cambridge St,42.371578,-71.083425,1,rooftop,02141,City of Cambridge
Grace Note,Closed,Online Sales,150 First St,NA,https://www.gracenotecoffee.com/,https://www.facebook.com/gracenoteboston/,https://twitter.com/gracenoteboston,https://www.instagram.com/gracenotecoffee/,2020-03-23T12:29:51Z,150 First St,42.366274,-71.077811,1,rooftop,02141,City of Cambridge
Grafton Street Pub & Grill,Closed,NA,1230 Mass Ave,NA,https://graftonstreetcambridge.com/,https://www.facebook.com/graftonstreet,https://twitter.com/grafton02138,https://www.instagram.com/Grafton02138/,2020-03-22T22:41:49Z,1230 Massachusetts Ave,42.372266,-71.115832,1,rooftop,02138,City of Cambridge
Gran Gusto,Open,"Delivery
Take Out",90 Sherman St,617-441-0400,https://www.grangustocambridge.com/,https://www.facebook.com/grangustocambridge/,NA,NA,2020-03-23T12:29:51Z,90 Sherman St,42.3885,-71.132386,1,rooftop,02140,City of Cambridge
GrayMist Studio and Shop,Closed,Online Sales,364 Huron Ave.,NA,https://www.graymist.com/,https://www.facebook.com/GrayMStudio,NA,NA,2020-03-23T12:29:51Z,364 Huron Ave.,42.381067,-71.138816,1,rooftop,02138,City of Cambridge
Great Eastern Trading Company,Closed,Online Sales,49 River St,NA,www.greateasternvintage.com,https://www.facebook.com/GreatEasternTradingCo/,NA,https://www.instagram.com/greateasterntradingco/?hl=en,2020-03-23T12:33:28Z,49 River St,42.364666,-71.10667,1,rooftop,02139,City of Cambridge
Greek Corner,Open,Take Out,2366 Mass. Ave.,(617) 661-5655,https://greekcorner.us/,https://www.facebook.com/Greek-Corner-Restaurant-133102903372000/,NA,NA,2020-03-23T12:37:54Z,2366 Massachusetts Ave,42.396507,-71.129466,1,rooftop,02140,City of Cambridge
Grendel's Den,Open,"Delivery
Take Out",89 Winthrop St.,617-491-1160,https://www.grendelsden.com/,https://www.facebook.com/GrendelsDen/,NA,https://www.instagram.com/grendels_den/,2020-03-26T08:52:22Z,89 Winthrop St.,42.372396,-71.12081,1,rooftop,02138,City of Cambridge
Grolier Poetry Book Shop,Closed,NA,6 Plympton St,NA,http://grolierpoetrybookshop.org/,https://www.facebook.com/grolierpoetrybookshop/,https://twitter.com/Grolier_Poetry,https://www.instagram.com/grolierpoetry/,2020-03-23T08:13:01Z,6 Plympton St,42.372437,-71.11647,1,rooftop,02138,City of Cambridge
Guangzhou Restaurant,Open,"Delivery
Take Out",1220 Cambridge Street,(617) 547-6368,https://www.guangzhoucambridge.com/,NA,NA,NA,2020-03-23T12:37:54Z,1220 Cambridge Street,42.373249,-71.097774,1,rooftop,02139,City of Cambridge
Guitar Stop,Closed,Online Sales,1760 Mass. Ave.,(617) 876-0687,https://guitarstop.com/,https://www.facebook.com/GuitarStop/,https://twitter.com/guitarstop,https://www.instagram.com/guitar.stop/,2020-04-05T18:05:03Z,1760 Massachusetts Ave,42.385249,-71.119543,1,rooftop,02140,City of Cambridge
Gustazo Cuban Restauant & Café,Open,"Delivery
Take Out",2067 Mass. Ave.,855-487-8296,https://www.gustazo-cubancafe.com/cambridge/,NA,NA,NA,2020-03-23T12:37:54Z,2067 Massachusetts Ave,42.391478,-71.123102,1,rooftop,02140,City of Cambridge
Gymnastic Academy of Boston,Closed,NA,128 Smith Place,NA,https://gymnasticsacademyofboston.com/,https://www.facebook.com/GABCGymnastics/,NA,NA,2020-03-22T13:29:38Z,128 Smith Place,42.393808,-71.150234,1,rooftop,02138,City of Cambridge
Gypsy Place Coffee,Closed,NA,90 Hampshire St.,617-945-9736,https://www.gypsyplacecoffee.com/,NA,NA,NA,2020-04-23T12:09:24Z,90 Hampshire St.,42.368579,-71.094747,1,rooftop,02139,City of Cambridge
GYOstuff,Closed,Online Sales,2400 Mass. Ave.,NA,https://gyostuff.com/,https://www.facebook.com/ggrowyourown/,NA,https://www.instagram.com/ggrowyourown/,2020-04-05T18:05:03Z,2400 Massachusetts Ave,42.39717,-71.130228,1,rooftop,02140,City of Cambridge
Gypsy Place Coffee,Closed,NA,90 Hampshire St,NA,https://www.gypsyplacecoffee.com/,NA,NA,https://www.instagram.com/gypsyplacecoffee/,2020-03-25T14:37:08Z,90 Hampshire St,42.368579,-71.094747,1,rooftop,02139,City of Cambridge
Hair Collage,Closed,NA,759 Massachusetts Ave,NA,https://www.facebook.com/pages/Hair-Collage/141512132556273,NA,NA,NA,2020-03-22T10:48:10Z,759 Massachusetts Ave,42.36657,-71.105351,1,rooftop,02139,City of Cambridge
Hair Company,Closed,NA,1815 Mass. Ave.,NA,http://www.hair-co.com/index.html,NA,NA,NA,2020-03-22T19:40:02Z,1815 Massachusetts Ave,42.387136,-71.118975,1,rooftop,02140,City of Cambridge
Hair Connection,Closed,NA,1768 Mass. Ave.,NA,http://hairconnectioncambridge.com/,https://www.facebook.com/Hair-Connection-Cambridge-209966885739938/,NA,NA,2020-03-22T20:13:22Z,1768 Massachusetts Ave,42.385441,-71.119523,1,rooftop,02140,City of Cambridge
Hair International,Closed,NA,2300 Mass. Ave,(617) 864-4473,http://cambridge-hair-international.com/,NA,NA,NA,2020-03-22T18:59:08Z,2300 Massachusetts Ave,42.395108,-71.127897,1,rooftop,02140,City of Cambridge
Hair Theory Studio,Closed,NA,5 Arrow St,NA,https://www.hairtheorystudio.com/,https://www.facebook.com/hairtheorystudio,NA,https://www.instagram.com/hairtheorystudio/,2020-03-22T22:17:52Z,5 Arrow St,42.371205,-71.114632,1,rooftop,02138,City of Cambridge
Half Shell Pizza,Open,"Delivery
Take Out",1760 Mass Ave,(617) 876-9596,NA,https://www.facebook.com/pages/The-Half-Shell/111644678872733,NA,NA,2020-03-23T14:14:50Z,1760 Massachusetts Ave,42.385249,-71.119543,1,rooftop,02140,City of Cambridge
Hallie's Flower Garden,Open,"Delivery
Take Out",248 Huron Ave,617-354-8000,https://halliesflowergarden.com/,NA,NA,NA,2020-03-25T14:37:08Z,248 Huron Ave,42.381352,-71.133857,1,rooftop,02138,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
Hampshire Market,Open,NA,117 Hampshire Street,617-547-8985,NA,NA,NA,NA,2020-03-21T21:14:56Z,117 Hampshire Street,42.369909,-71.096,1,rooftop,02139,City of Cambridge
Harding House,Open,NA,288 Harvard St.,(617) 876-2888,https://harding-house.com/,NA,NA,NA,2020-03-22T14:36:06Z,288 Harvard St.,42.369309,-71.104932,1,rooftop,02139,City of Cambridge
Harvard Beauty Spa,Closed,NA,997 Massachusetts Ave,617-945-2955,https://www.harvardbeautyspa.com/,NA,NA,NA,2020-03-22T21:32:52Z,997 Massachusetts Ave,42.369401,-71.111102,1,rooftop,02138,City of Cambridge
Harvard Coop,Closed,Online Sales,1400 Mass Ave,NA,https://store.thecoop.com/,https://www.facebook.com/TheHarvardCoop/,NA,NA,2020-03-23T14:31:13Z,1400 Massachusetts Ave,42.373652,-71.119358,1,rooftop,02138,City of Cambridge
Harvard Eyebrow Threading,Closed,NA,12 Eliot St.,(617) 945-7442,NA,NA,NA,NA,2020-03-23T16:28:45Z,12 Eliot St.,42.372361,-71.121618,1,rooftop,02138,City of Cambridge
Harvard House of Pizza,Open,"Delivery
Take Out",1706 Mass. Ave.,(617) 864-8090,https://www.harvardhouseofpizza.com/,https://www.facebook.com/harvardhouseofpizza?fref=ts,NA,NA,2020-03-23T12:37:54Z,1706 Massachusetts Ave,42.383305,-71.119762,1,rooftop,02138,City of Cambridge
Harvard Shop,Closed,Online Sales,All Locations,NA,https://www.theharvardshop.com/,https://www.facebook.com/harvardshop/,NA,https://www.instagram.com/officialharvardshop/,2020-03-23T15:38:33Z,All Locations,42.380442,-71.132947,1,place,02138,TIGER/Line® dataset from the US Census Bureau
Harvard Square Bookstore,Closed,Online Sales,1256 Mass. Ave.,(617) 661-1515,http://www.harvard.com/index.php?/,https://www.facebook.com/harvardbookstore,https://twitter.com/HarvardBooks,https://www.instagram.com/harvardbookstore/,2020-04-05T18:05:03Z,1256 Massachusetts Ave,42.372557,-71.116293,1,rooftop,02138,City of Cambridge
Harvard Square Eye Care,Closed,Online Sales,All Cambridge locations,NA,https://harvardsquareeyecare.com/,NA,NA,NA,2020-04-19T11:03:10Z,NA,NA,NA,NA,NA,NA,NA
Harvard Square Shiatsu,Closed,NA,186 Hampshire Street,NA,http://www.harvardsquareshiatsu.com/,NA,NA,NA,2020-03-21T21:01:51Z,186 Hampshire Street,42.372519,-71.099558,1,rooftop,02139,City of Cambridge
Harvard Wine Company,Open,NA,1664 Mass. Ave.,(617) 547-3900,NA,NA,NA,NA,2020-03-22T21:09:29Z,1664 Massachusetts Ave,42.38197,-71.119896,1,rooftop,02138,City of Cambridge
Harvest,Closed,NA,44 Brattle St,NA,https://harvestcambridge.com/,https://www.facebook.com/dineatharvest/,https://twitter.com/DineAtHarvest,https://www.instagram.com/dineatharvest/,2020-03-23T14:52:45Z,44 Brattle St,42.373915,-71.121581,1,rooftop,02138,City of Cambridge
Harvest of India,Open,"Delivery
Take Out",1001 Massachusetts Ave,NA,https://www.harvestofindiacambridge.com/,NA,NA,NA,2020-03-25T14:37:08Z,1001 Massachusetts Ave,42.369487,-71.111341,1,rooftop,02138,City of Cambridge
Havana Club,Closed,NA,288 Green St,NA,http://www.havanaclubsalsa.com/,NA,NA,NA,2020-03-22T11:15:22Z,288 Green St,42.364737,-71.104254,1,rooftop,02139,City of Cambridge
Headlines Unisex Barbershop,Closed,NA,1111 Cambridge Street,NA,https://www.headlinesunisexbarbershop.com/,https://www.facebook.com/HeadLinesUnisexBarbershop/,NA,NA,2020-03-23T16:46:14Z,1111 Cambridge Street,42.373165,-71.095685,1,rooftop,02139,City of Cambridge
Healthworks,Closed,Online Sales,35 White St.,NA,https://healthworksfitness.com/cambridge/,NA,NA,NA,2020-04-11T17:21:17Z,35 White St.,42.388914,-71.119192,1,rooftop,02140,City of Cambridge
Heartbreak Hill Running Company,Closed,Online Sales,294 Massachusetts Ave,NA,https://www.heartbreakhillrunningcompany.com/,https://www.facebook.com/heartbreakhillrunningcompany?_rdr=p,https://twitter.com/heartbreakrunco,https://www.instagram.com/heartbreakrunco/,2020-03-23T12:37:54Z,294 Massachusetts Ave,42.361983,-71.098506,1,rooftop,02139,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
Helmand,Open,Delivery,143 First St,(617) 492-4646,https://www.helmandrestaurant.com/,NA,NA,NA,2020-03-23T12:37:54Z,143 First St,42.366496,-71.07801,1,rooftop,02141,City of Cambridge
Hempest,Closed,Online Sales,36 JFK St,NA,https://www.hempest.com/,https://www.facebook.com/hempest/,NA,NA,2020-03-23T15:30:49Z,36 JFK St,42.372747,-71.119871,1,rooftop,02138,City of Cambridge
Henrietta's Table,Closed,NA,1 Bennett St.,NA,https://www.henriettastable.com/,NA,NA,https://www.instagram.com/henriettastable/,2020-03-23T16:35:27Z,1 Bennett St.,42.371992,-71.122511,1,rooftop,02138,City of Cambridge
Henry Bear's Park,Closed,Online Sales,Porter Square Shopping Mall,617-547-8424,https://www.henrybear.com/,https://www.facebook.com/HenryBearsPark/,https://twitter.com/henrybearspark,https://www.instagram.com/henrybearspark/,2020-03-25T14:48:36Z,Porter Square Shopping Mall,42.38891,-71.119316,1,street_center,02140,TIGER/Line® dataset from the US Census Bureau
Hi-Rise Bread Company,Open,"Delivery
Take Out",208 Concord Ave,617-876-8766,http://www.hi-risebread.com/,https://www.facebook.com/HiRiseBreadCompany,https://twitter.com/HiRiseBreadCo,https://www.instagram.com/hirisebreadco/,2020-03-25T14:37:08Z,208 Concord Ave,42.382508,-71.131357,1,rooftop,02138,City of Cambridge
Hi-Rise Bread Company,Closed,NA,1663 Mass Ave.,NA,http://www.hi-risebread.com/,https://www.facebook.com/HiRiseBreadCompany,https://twitter.com/HiRiseBreadCo,https://www.instagram.com/hirisebreadco/,2020-03-22T10:03:35Z,1663 Massachusetts Ave,42.381823,-71.119516,1,rooftop,02138,City of Cambridge
Hidden Treasures,Closed,NA,36 JFK St.,(617) 492-5411,NA,NA,NA,NA,2020-03-23T15:30:49Z,36 JFK St.,42.372747,-71.119871,1,rooftop,02138,City of Cambridge
Highland Fried,Closed,NA,1271 Cambridge Street,NA,https://www.highlandfried.com/,https://www.facebook.com/Highlandfried/,https://twitter.com/HighlandFried,https://www.instagram.com/highlandfriedandtiki/,2020-03-21T20:49:03Z,1271 Cambridge Street,42.373558,-71.098697,1,rooftop,02139,City of Cambridge
Hillside Cleaners,Open,NA,NA,NA,https://www.hillsidecleaners.com/,NA,NA,NA,2020-03-23T14:31:13Z,NA,NA,NA,NA,NA,NA,NA
Hilton Tent City,Closed,Online Sales,565 Massachusetts Ave.,(617) 227-9242,https://www.hiltonstentcity.com/,https://www.facebook.com/hiltonstentcity,NA,https://www.instagram.com/hiltonstentcity/,2020-03-25T14:48:36Z,565 Massachusetts Ave.,42.364789,-71.10236,1,rooftop,02139,City of Cambridge
Himalayan Arts & Crafts,Closed,Online Sales,8 Bow St,617-599-5303,https://himalayanartsandcraft.com/,NA,NA,NA,2020-03-23T14:31:13Z,8 Bow St,42.371841,-71.115534,1,rooftop,02138,City of Cambridge
